"Store","StoreType","Assortment","competition_distance","inventory_risk","forecastability","replenishment_freq","store_segment","avg_daily_forecast","forecast_volatility","avg_mape","pct_excellent","pct_poor","safety_stock","reorder_point","min_stock_level","max_stock_level","optimal_order_qty","demand_cv_pct","alert_level","days_of_stock","velocity_ratio","recommended_order_qty","last_7d_avg_sales","last_7d_mape","sales_rank","accuracy_rank","total_sales","historical_avg_sales","total_customers","avg_daily_customers","sales_per_customer","trading_days","rank_by_avg_sales","rank_by_total_sales","rank_by_efficiency","percentile","promo_day_pct","growth_pct","historical_cv_pct","rfm_segment","composite_score"
121,"a","a","3570","Medium risk","Forecastable","Weekly","Standard","4507","1033","16.11","39.2","14.1","5027","16473","2952","66050","31549","22.9","OK       - Stock sufficient","7.1","0.99","15775","4447","14.4","920","268","3473474","4453","393208","504","8.84","780","929","964","360","9.3","45.1","1.1","31.0","At Risk",6
660,"a","a","1200","Medium risk","Hard to forecast","Weekly","Standard","4497","1022","19.18","30.3","18.3","5386","16412","2921","65879","31479","22.7","WATCH    - Demand surging","5.0","1.39","43756","6254","22.4","921","478","2871525","4617","309426","497","9.14","622","901","1062","334","12.1","44.1","13.2","34.0","At Risk",3
22,"a","a","1040","Low risk","Forecastable","Weekly","Standard","4488","618","16.16","37.4","12.9","3839","15230","1766","64598","31416","13.8","MONITOR  - Reorder soon","5.6","1.26","15708","5634","15.2","922","270","2801506","4526","312129","504","8.90","619","922","1074","355","10.0","44.1","5.5","25.2","Core",5
596,"c","a","290","Low risk","Forecastable","Weekly","Standard","4486","412","14.58","43.4","9.9","3047","14635","1177","63981","31402","9.2","MONITOR  - Reorder soon","5.6","1.25","15701","5586","16.2","923","166","3532562","4506","547535","698","6.42","784","926","955","554","9.6","45.0","10.1","21.0","Core",8
1077,"a","a","3750","Low risk","Hard to forecast","Weekly","Standard","4484","810","17.83","32.9","16.1","4600","15767","2315","65091","31388","18.1","MONITOR  - Reorder soon","6.7","1.05","15694","4711","16.7","924","383","3497529","4490","386337","496","8.94","779","927","963","352","9.5","44.9","3.9","28.7","At Risk",5
669,"d","a","17080","Low risk","Forecastable","Weekly","Standard","4483","413","14.64","43.4","10.7","3056","14629","1180","63942","31381","9.2","MONITOR  - Reorder soon","5.5","1.27","15691","5711","14.3","925","170","2807854","4514","245019","394","11.41","622","925","1072","143","9.7","44.1","9.6","21.9","Core",6
554,"c","c","1200","Low risk","Highly forecastable","Weekly","Standard","4481","626","10.98","56.1","2.2","3195","15232","1789","64523","31367","14.0","WATCH    - Demand surging","5.3","1.32","41404","5922","11.0","926","36","3513115","4481","428076","546","8.25","784","928","959","411","9.4","45.0","24.9","21.3","Promo Driven",9
1094,"d","a","2380","Low risk","Forecastable","Weekly","Standard","4479","589","14.06","41.0","7.1","3483","15120","1683","64389","31353","13.2","MONITOR  - Reorder soon","5.6","1.24","15677","5552","18.1","927","129","2845473","4575","232530","374","12.17","622","908","1063","90","11.5","44.1","11.1","22.3","Core",6
328,"a","a","3130","Low risk","Forecastable","Weekly","Standard","4466","840","15.29","40.0","9.5","4352","15799","2401","64925","31262","18.8","MONITOR  - Reorder soon","6.8","1.03","15631","4618","15.4","928","217","3452551","4432","405391","520","8.47","779","933","969","391","9.0","44.9","3.8","27.1","At Risk",6
420,"d","c","250","Low risk","Forecastable","Weekly","Standard","4465","469","15.28","39.3","11.3","3290","14735","1340","63850","31255","10.5","WATCH    - Demand surging","5.3","1.33","41569","5939","20.2","929","216","2824092","4540","250784","403","11.16","622","915","1068","164","10.6","44.1","16.5","23.6","Core",5
72,"a","a","2200","Medium risk","Hard to forecast","Weekly","Standard","4465","1138","24.73","26.3","28.2","6408","16647","3252","65762","31255","25.5","MONITOR  - Reorder soon","6.1","1.16","15628","5165","21.2","929","725","2753676","4420","295838","475","9.07","623","935","1077","340","8.8","44.1","2.0","40.1","At Risk",3
1110,"c","c","900","Low risk","Hard to forecast","Weekly","Standard","4464","793","20.39","28.7","20.0","4868","15658","2266","64762","31248","17.8","MONITOR  - Reorder soon","6.5","1.08","15624","4835","13.9","930","558","3548486","4532","422958","540","8.25","783","919","947","411","10.2","45.1","9.9","31.6","At Risk",6
1068,"d","c","5010","Low risk","Hard to forecast","Weekly","Standard","4458","451","17.88","34.5","18.1","3567","14663","1289","63701","31206","10.1","MONITOR  - Reorder soon","5.6","1.24","15603","5545","17.6","931","387","3451074","4442","240516","310","14.24","777","931","970","10","9.2","44.8","10.6","25.4","Core",6
237,"a","a","1420","Low risk","Highly forecastable","Weekly","Standard","4458","476","9.75","59.6","1.8","2603","14734","1360","63772","31206","10.7","OK       - Stock sufficient","7.2","0.97","15603","4334","8.1","931","18","3556217","4536","450589","575","7.91","784","916","943","442","10.5","45.0","5.1","16.7","Promo Driven",9
105,"a","c","6190","Medium risk","Hard to forecast","Weekly","Standard","4457","904","22.43","29.2","20.3","5441","15955","2584","64982","31199","20.3","WATCH    - Demand surging","5.3","1.31","40871","5844","17.3","932","654","3348791","4441","388347","515","8.51","754","932","987","387","9.1","44.8","24.1","38.8","At Risk",3
592,"a","a","2540","Medium risk","Forecastable","Weekly","Standard","4454","896","16.46","37.5","11.8","4656","15923","2561","64917","31178","20.1","OK       - Stock sufficient","7.3","0.96","15589","4260","17.2","933","290","3465390","4449","444038","570","7.74","779","930","965","457","9.2","44.9","1.0","28.8","At Risk",5
557,"a","a","250","Low risk","Hard to forecast","Weekly","Standard","4440","553","22.85","32.3","26.3","4480","14900","1580","63740","31080","12.5","OK       - Stock sufficient","7.2","0.97","15540","4325","24.3","934","669","3410036","4383","525941","676","6.40","778","938","978","555","8.5","45.0","-1.9","29.6","At Risk",6
994,"a","a","2290","Medium risk","Hard to forecast","Weekly","Standard","4439","1045","22.98","22.7","22.7","5902","16303","2986","65132","31073","23.5","MONITOR  - Reorder soon","5.6","1.24","15537","5502","23.4","935","671","3536283","4540","344327","442","10.05","779","915","953","256","10.6","44.9","13.1","38.2","At Risk",4
945,"a","c","12480","Low risk","Forecastable","Weekly","Standard","4413","691","13.95","44.4","8.1","3734","15214","1975","63757","30891","15.7","OK       - Stock sufficient","7.0","0.99","15446","4382","14.4","936","121","3429965","4375","416215","531","8.24","784","940","974","412","8.3","45.0","2.3","25.2","Core",7
700,"a","c","830","Medium risk","Hard to forecast","Weekly","Standard","4406","967","23.76","26.0","28.2","5755","15982","2764","64448","30842","21.9","MONITOR  - Reorder soon","6.1","1.15","15421","5049","12.3","937","699","3297857","4362","399042","528","8.11","756","943","1004","425","8.1","44.6","8.8","38.3","At Risk",3
124,"a","a","1410","Low risk","Forecastable","Weekly","Standard","4393","863","15.02","41.4","10.2","4352","15645","2466","63968","30751","19.6","MONITOR  - Reorder soon","6.9","1.01","15376","4428","21.6","938","201","3446410","4424","409507","526","8.37","779","934","971","400","8.9","44.9","7.9","28.7","At Risk",5
282,"a","a","1220","Low risk","Forecastable","Weekly","Standard","4378","679","14.28","39.0","7.5","3727","15075","1941","63233","30646","15.5","OK       - Stock sufficient","7.1","0.98","15323","4291","8.7","939","146","3456330","4409","502531","641","6.83","784","936","968","533","8.7","45.0","1.5","23.6","Core",7
266,"a","c","360","Medium risk","Hard to forecast","Weekly","Standard","4378","936","17.13","40.6","16.7","4818","15809","2675","63967","30646","21.4","OK       - Stock sufficient","7.0","1.00","15323","4385","7.7","939","338","3424011","4390","414483","531","8.24","780","937","975","412","8.6","45.1","-7.7","31.2","At Risk",6
702,"a","a","8550","Low risk","Hard to forecast","Weekly","Standard","4363","423","20.73","32.2","25.0","3794","14298","1209","62291","30541","9.7","MONITOR  - Reorder soon","5.9","1.19","15271","5188","17.4","940","576","2720610","4374","215970","347","12.46","622","941","1079","76","8.3","44.1","-1.3","26.4","At Risk",4
442,"c","a","500","Low risk","Hard to forecast","Weekly","Standard","4362","415","24.02","25.6","31.1","4180","14272","1186","62254","30534","9.5","WATCH    - Demand surging","5.3","1.33","40610","5811","26.9","941","709","3402587","4379","358458","461","9.35","777","939","979","314","8.4","44.8","9.9","29.2","At Risk",5
867,"d","c","21810","Medium risk","Hard to forecast","Weekly","Standard","4350","925","19.54","41.2","15.7","5073","15694","2644","63544","30450","21.3","MONITOR  - Reorder soon","5.4","1.29","15225","5624","17.2","942","505","3809715","4329","360886","410","10.42","880","944","872","222","8.0","40.2","10.2","32.3","At Risk",3
622,"a","c","2325","Low risk","Forecastable","Weekly","Standard","4342","738","14.93","42.5","10.3","3962","15135","2109","62897","30394","17.0","MONITOR  - Reorder soon","6.2","1.13","15197","4893","13.6","943","194","3385282","4318","337120","430","9.96","784","945","982","264","7.9","45.0","5.3","26.7","At Risk",6
825,"a","a","380","Low risk","Forecastable","Weekly","Standard","4335","303","16.49","35.2","12.8","2909","13871","866","61556","30345","7.0","WATCH    - Demand surging","5.3","1.31","39752","5700","24.0","944","293","2838137","4563","334048","537","8.43","622","910","1065","394","11.2","44.1","16.6","21.3","Core",6
306,"a","a","5100","Low risk","Forecastable","Weekly","Standard","4333","761","13.30","42.6","4.9","3822","15174","2175","62837","30331","17.6","MONITOR  - Reorder soon","5.7","1.24","15166","5353","14.0","945","94","2717435","4369","291021","468","9.29","622","942","1081","320","8.2","44.1","3.7","24.7","Core",5
583,"a","a","2640","Low risk","Forecastable","Weekly","Standard","4327","852","17.04","35.9","14.0","4542","15416","2435","63013","30289","19.7","MONITOR  - Reorder soon","6.5","1.08","15145","4665","13.8","946","334","3363288","4312","350283","449","9.49","780","947","985","303","7.7","45.0","1.6","29.6","At Risk",6
619,"a","a","1600","Medium risk","Hard to forecast","Weekly","Standard","4312","1027","20.83","27.8","22.4","5502","15871","2935","63303","30184","23.8","MONITOR  - Reorder soon","5.5","1.27","15092","5491","19.6","947","582","2676841","4304","266765","429","9.89","622","948","1083","268","7.6","44.1","2.7","35.0","At Risk",3
675,"a","a","2100","Medium risk","Hard to forecast","Weekly","Standard","4305","1049","22.37","29.6","23.6","5750","15913","2998","63268","30135","24.4","OK       - Stock sufficient","7.7","0.91","15068","3910","22.4","948","652","3341266","4278","350178","448","9.45","781","949","993","305","7.5","45.1","-12.9","36.9","At Risk",6
998,"a","a","780","Low risk","Forecastable","Weekly","Standard","4295","402","14.01","43.5","6.8","2869","14034","1149","61279","30065","9.4","MONITOR  - Reorder soon","5.8","1.20","15033","5141","14.5","949","126","3354263","4317","415133","534","8.03","777","946","986","432","7.8","44.8","4.1","20.2","Core",7
315,"a","c","38710","Low risk","Forecastable","Weekly","Standard","4282","803","14.27","45.7","9.6","4041","15141","2295","62243","29974","18.8","MONITOR  - Reorder soon","6.4","1.09","14987","4652","14.2","950","145","3333890","4252","352465","450","9.39","784","954","994","311","7.1","45.0","4.5","27.6","At Risk",7
486,"a","a","2320","Low risk","Hard to forecast","Weekly","Standard","4278","829","19.01","32.5","20.1","4693","15203","2369","62261","29946","19.4","MONITOR  - Reorder soon","6.3","1.11","14973","4737","18.4","951","470","3323793","4267","405098","520","8.08","779","952","998","427","7.3","44.9","7.1","31.7","At Risk",4
908,"a","a","1980","Medium risk","Hard to forecast","Weekly","Standard","4253","1003","24.11","24.3","29.7","5797","15625","2866","62408","29771","23.6","MONITOR  - Reorder soon","6.4","1.10","14886","4662","14.3","952","712","3307400","4235","283561","363","11.38","781","956","1003","146","6.9","44.8","-4.6","37.6","At Risk",4
881,"a","a","180","Medium risk","Hard to forecast","Weekly","Standard","4244","904","23.12","26.3","26.0","5388","15316","2584","62000","29708","21.3","MONITOR  - Reorder soon","6.5","1.08","14854","4597","25.0","953","677","3274150","4203","483296","620","6.64","779","959","1007","541","6.6","44.9","3.2","36.1","At Risk",4
864,"a","a","1020","Low risk","Forecastable","Weekly","Standard","4241","766","15.08","38.9","6.2","4017","14912","2189","61563","29687","18.1","MONITOR  - Reorder soon","5.7","1.22","14844","5190","22.3","954","204","3316575","4268","456851","588","7.22","777","951","1000","504","7.4","44.8","1.0","25.7","Core",6
958,"a","a","440","Low risk","Forecastable","Weekly","Standard","4228","698","12.79","46.5","5.6","3540","14679","1995","61187","29596","16.5","OK       - Stock sufficient","7.9","0.88","14798","3728","7.8","955","76","3327635","4244","441182","563","7.51","784","955","997","476","7.0","45.0","-9.6","22.9","Promo Driven",9
50,"d","a","6260","Low risk","Hard to forecast","Weekly","Standard","4228","383","22.25","29.3","25.5","3783","13779","1095","60287","29596","9.1","MONITOR  - Reorder soon","5.8","1.21","14798","5119","18.1","955","646","3315479","4256","279505","359","11.72","779","953","1001","122","7.2","44.9","5.5","27.8","At Risk",5
1063,"a","c","6250","Low risk","Forecastable","Weekly","Standard","4227","597","16.35","37.3","12.7","3681","14387","1706","60884","29589","14.1","MONITOR  - Reorder soon","6.5","1.07","14795","4525","19.9","956","284","3348689","4271","416261","531","7.95","784","950","988","439","7.5","45.0","11.5","26.1","Core",7
330,"a","c","370","Low risk","Hard to forecast","Weekly","Standard","4210","312","20.09","33.9","21.4","3309","13522","892","59832","29470","7.4","OK       - Stock sufficient","7.0","0.99","14735","4187","15.8","957","544","3245811","4167","348645","448","9.23","779","962","1014","325","6.2","44.9","5.0","25.0","Core",7
751,"a","a","650","Low risk","Forecastable","Weekly","Standard","4209","492","18.15","32.3","14.5","3589","14033","1406","60332","29463","11.7","OK       - Stock sufficient","7.4","0.95","14732","3990","19.0","958","407","3284432","4216","446946","574","7.29","779","957","1005","497","6.8","44.9","-4.6","25.5","Core",7
1065,"a","a","1290","Low risk","Forecastable","Weekly","Standard","4207","768","14.98","39.6","9.2","3996","14816","2195","61093","29449","18.3","MONITOR  - Reorder soon","6.0","1.17","14725","4906","15.8","959","199","2611257","4198","301834","485","8.58","622","960","1088","381","6.4","44.1","3.6","26.1","Core",5
844,"a","a","2030","Medium risk","Hard to forecast","Weekly","Standard","4206","985","21.00","29.3","25.1","5339","15433","2815","61699","29442","23.4","MONITOR  - Reorder soon","6.5","1.07","14721","4508","18.5","960","591","3255217","4179","353844","454","9.05","779","961","1013","342","6.3","44.9","-1.4","35.2","At Risk",4
276,"a","a","2960","Medium risk","Forecastable","Weekly","Standard","4206","923","16.93","36.2","13.8","4673","15256","2638","61522","29442","21.9","OK       - Stock sufficient","7.3","0.96","14721","4034","17.7","960","325","3191132","4091","406340","521","7.81","780","968","1022","451","5.7","45.1","-1.9","30.4","At Risk",6
811,"a","a","410","Low risk","Forecastable","Weekly","Standard","4195","398","13.99","45.8","8.8","2815","13722","1137","59867","29365","9.5","MONITOR  - Reorder soon","6.5","1.08","14683","4545","13.0","961","125","3239518","4132","535292","683","6.02","784","965","1015","568","5.9","45.0","1.2","21.1","Core",8
610,"a","a","660","Low risk","Hard to forecast","Weekly","Standard","4195","778","19.96","34.5","19.6","4616","14808","2223","60953","29365","18.5","OK       - Stock sufficient","7.1","0.99","14683","4157","15.7","961","537","3269954","4198","405391","520","7.95","779","960","1008","439","6.4","44.9","1.6","31.3","At Risk",4
946,"a","a","2220","Low risk","Forecastable","Weekly","Standard","4181","713","16.80","35.2","13.3","4045","14581","2038","60572","29267","17.1","MONITOR  - Reorder soon","6.2","1.12","14634","4696","15.0","962","317","3274470","4203","414924","533","7.81","779","959","1006","451","6.6","44.9","-1.0","27.1","At Risk",6
